t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
4.15000000e-05,-5.31677133e-13,5.30276267e-10,-1.30954123e-09,-3.90564317e-14,-1.22502321e-11,4.54939197e-10,3.37146730e-10,8.23297102e-10,-2.26495978e-09,-7.26935088e-10,4.13560408e-13,6.51915674e-11,5.74706505e-10,1.52828613e-09
4.60000000e-05,-2.86390703e-12,-1.42087364e-09,-3.20577825e-09,-1.67645411e-13,-6.06052604e-11,2.45372789e-09,2.23656082e-09,1.88222620e-12,-2.36653364e-10,-7.97827028e-10,4.33816202e-12,5.14130967e-10,-2.63814748e-10,7.77943785e-10
5.05000000e-05,-6.05425779e-12,-4.07734824e-09,-5.80150079e-09,-3.42544569e-13,-1.26065755e-10,5.18151211e-09,4.82979948e-09,-8.34830798e-11,-9.26529964e-11,-8.16061175e-10,3.96373356e-12,5.06486082e-10,-2.29115393e-10,7.10862829e-10
5.50000000e-05,-8.18796246e-12,-5.85409499e-09,-7.53688856e-09,-4.59778916e-13,-1.70078614e-10,7.00593716e-09,6.56377274e-09,-1.52385411e-10,3.42357254e-11,-8.22684889e-10,3.72091355e-12,5.02783100e-10,-2.14304130e-10,6.48634691e-10
5.95000000e-05,-9.25797633e-12,-6.74442058e-09,-8.40530110e-09,-5.19515854e-13,-1.92576222e-10,7.92022803e-09,7.43184736e-09,-2.05268858e-10,1.45167434e-10,-8.17524233e-10,3.60895832e-12,5.03116021e-10,-2.19740670e-10,5.90641348e-10
6.40000000e-05,-9.24982833e-12,-6.75881306e-09,-8.41687090e-09,-5.21713749e-13,-1.93885470e-10,7.93517074e-09,7.44417023e-09,-2.41767491e-10,2.39191777e-10,-8.00770622e-10,3.62832632e-12,5.07456854e-10,-2.45178988e-10,5.37440143e-10
6.85000000e-05,-8.18090908e-12,-5.88905236e-09,-7.56369658e-09,-4.66533062e-13,-1.73722026e-10,7.04229564e-09,6.59282277e-09,-2.62165528e-10,3.17143645e-10,-7.72176429e-10,3.77830075e-12,5.15825854e-10,-2.90905078e-10,4.88499235e-10
7.30000000e-05,-6.04640296e-12,-4.13685308e-09,-5.84749422e-09,-3.53786445e-13,-1.32075323e-10,5.24329735e-09,4.87952546e-09,-2.66335069e-10,3.78626908e-10,-7.31863083e-10,4.05952333e-12,5.28202843e-10,-3.56759067e-10,4.44067946e-10
7.75000000e-05,-2.85159223e-12,-1.50447876e-09,-3.27047738e-09,-1.83415783e-13,-6.90058635e-11,2.54051002e-09,2.30648699e-09,-2.54034532e-10,4.22977209e-10,-6.80004579e-10,4.47190155e-12,5.44580804e-10,-4.42552661e-10,4.04561858e-10
8.20000000e-05,-7.83447612e-12,-5.63089086e-09,-7.30511656e-09,-4.53319673e-13,-1.69575829e-10,6.77734135e-09,6.33652970e-09,-3.49574336e-10,5.52422108e-10,-7.19164861e-10,3.82830643e-12,5.23451303e-10,-3.59174024e-10,3.48211504e-10
8.65000000e-05,-2.51132812e-11,-1.99214165e-08,-2.12823862e-08,-1.38493730e-12,-5.16416538e-10,2.14503899e-08,2.02963276e-08,-6.08164870e-10,8.12175216e-10,-8.95089297e-10,1.59938330e-12,4.46387524e-10,-2.24495977e-11,2.65541641e-10
9.10000000e-05,-4.13205407e-11,-3.33323578e-08,-3.43993065e-08,-2.25909656e-12,-8.41937371e-10,3.52203209e-08,3.33968604e-08,-8.50608619e-10,1.05560005e-09,-1.05927921e-09,-4.98564352e-13,3.73293813e-10,2.94208213e-10,1.87284317e-10
9.55000000e-05,-5.64618907e-11,-4.58656362e-08,-4.66580055e-08,-3.07578529e-12,-1.14594295e-09,4.80888716e-08,4.56402508e-08,-1.07665334e-09,1.28212818e-09,-1.21183405e-09,-2.46556475e-12,3.04205723e-10,5.90827831e-10,1.13791226e-10
1.00000000e-04,-7.05397841e-11,-5.75161310e-08,-5.80532394e-08,-3.83509630e-12,-1.42856115e-09,6.00510539e-08,5.70212525e-08,-1.28647668e-09,1.49202961e-09,-1.35280049e-09,-4.30202098e-12,2.39085467e-10,8.67532712e-10,4.49314032e-11
1.45000000e-04,-1.52765396e-10,-1.25540973e-07,-1.24587473e-07,-8.26899053e-12,-3.07883137e-09,1.29895888e-07,1.23472424e-07,-2.49436327e-09,2.68755329e-09,-2.11939937e-09,-1.54861201e-11,-1.92272073e-10,2.53033772e-09,-3.96370183e-10
1.90000000e-04,-1.28503652e-10,-1.05448594e-07,-1.04935738e-07,-6.95931073e-12,-2.59068321e-09,1.09265077e-07,1.03845401e-07,-2.08094224e-09,2.23361774e-09,-1.71822893e-09,-1.36097501e-11,-2.24239287e-10,2.18750795e-09,-3.84105484e-10
