t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
4.60000000e-04,1.20061699e-06,8.19905519e-01,1.01288121e-01,3.73668336e-07,1.43109987e-06,1.37007577e-02,6.51025970e-02,2.80061742e-07,8.06272227e-01,1.12759854e-01,9.68344796e-06,3.42322999e-03,5.06005841e-03,7.24745976e-02
5.05000000e-04,1.20062716e-06,8.19907304e-01,1.01286708e-01,3.73658115e-07,1.43107480e-06,1.37006526e-02,6.51023297e-02,2.80064173e-07,8.06274155e-01,1.12758305e-01,9.68318514e-06,3.42317078e-03,5.06002068e-03,7.24743156e-02
5.50000000e-04,1.20063732e-06,8.19909090e-01,1.01285295e-01,3.73647893e-07,1.43104974e-06,1.37005475e-02,6.51020625e-02,2.80066605e-07,8.06276083e-01,1.12756756e-01,9.68292233e-06,3.42311157e-03,5.05998296e-03,7.24740336e-02
5.95000000e-04,1.20064749e-06,8.19910875e-01,1.01283882e-01,3.73637671e-07,1.43102468e-06,1.37004425e-02,6.51017953e-02,2.80069036e-07,8.06278011e-01,1.12755207e-01,9.68265951e-06,3.42305235e-03,5.05994523e-03,7.24737516e-02
6.40000000e-04,1.20065766e-06,8.19912661e-01,1.01282469e-01,3.73627450e-07,1.43099962e-06,1.37003374e-02,6.51015280e-02,2.80071468e-07,8.06279939e-01,1.12753658e-01,9.68239669e-06,3.42299314e-03,5.05990751e-03,7.24734697e-02
6.85000000e-04,1.20066783e-06,8.19914446e-01,1.01281056e-01,3.73617228e-07,1.43097456e-06,1.37002323e-02,6.51012608e-02,2.80073900e-07,8.06281868e-01,1.12752109e-01,9.68213387e-06,3.42293393e-03,5.05986979e-03,7.24731877e-02
7.30000000e-04,1.20067799e-06,8.19916232e-01,1.01279643e-01,3.73607006e-07,1.43094950e-06,1.37001272e-02,6.51009935e-02,2.80076331e-07,8.06283796e-01,1.12750560e-01,9.68187105e-06,3.42287471e-03,5.05983206e-03,7.24729057e-02
7.75000000e-04,1.20068816e-06,8.19918017e-01,1.01278230e-01,3.73596785e-07,1.43092444e-06,1.37000222e-02,6.51007263e-02,2.80078763e-07,8.06285724e-01,1.12749011e-01,9.68160824e-06,3.42281550e-03,5.05979434e-03,7.24726238e-02
8.20000000e-04,1.20069833e-06,8.19919803e-01,1.01276816e-01,3.73586563e-07,1.43089938e-06,1.36999171e-02,6.51004591e-02,2.80081195e-07,8.06287652e-01,1.12747462e-01,9.68134542e-06,3.42275629e-03,5.05975662e-03,7.24723418e-02
8.65000000e-04,1.20070849e-06,8.19921588e-01,1.01275403e-01,3.73576341e-07,1.43087432e-06,1.36998120e-02,6.51001918e-02,2.80083626e-07,8.06289580e-01,1.12745913e-01,9.68108260e-06,3.42269707e-03,5.05971889e-03,7.24720598e-02
9.10000000e-04,1.20071866e-06,8.19923374e-01,1.01273990e-01,3.73566120e-07,1.43084926e-06,1.36997070e-02,6.50999246e-02,2.80086058e-07,8.06291509e-01,1.12744364e-01,9.68081978e-06,3.42263786e-03,5.05968117e-03,7.24717778e-02
9.55000000e-04,1.20072883e-06,8.19925159e-01,1.01272577e-01,3.73555898e-07,1.43082420e-06,1.36996019e-02,6.50996573e-02,2.80088489e-07,8.06293437e-01,1.12742815e-01,9.68055697e-06,3.42257865e-03,5.05964344e-03,7.24714959e-02
